-2.021968771000000054e+00	2.399537818999999850e+00	-1.255334383000000109e+00	1.409323082000000005e+00	-9.912768778999999641e-01	-6.487068367999999641e-01	-2.912230453999999913e+00	-3.705492335000000192e-01	8.209303185999999863e-01	3.106937987000000234e-01	1.738637866999999948e-01	1.588780265999999997e-01	5.245223957000000325e-01	-1.423918632999999989e+00
-2.138220222999999809e+00	1.480670538000000036e+00	1.377055313999999975e-01	5.589123679999999927e-01	-1.206329811999999890e+00	-1.163136952999999973e+00	-1.390270346999999962e+00	-7.002474216000000029e-02	5.886499312000000039e-02	3.944890865999999829e-01	-1.446661069999999993e+00	6.807836460999999728e-01	4.369695268000000077e-01	-1.789094245000000027e+00
-1.917742765000000071e+00	9.541628778999999838e-01	-8.671490157000000254e-01	-3.591902040000000129e-01	-2.218873140000000022e-01	-5.237747295000000358e-01	-9.708270244000000160e-01	-2.168803161000000035e+00	-4.580824963999999833e-01	4.416757020000000034e-01	-2.542931306999999808e-01	1.943245453999999928e-01	-4.023138626000000162e-01	-7.210146791999999527e-01
-2.036971514999999844e+00	4.711587277000000018e-01	-1.096931136999999890e+00	-1.156086587000000110e+00	9.872671897000000196e-02	-1.232547206000000006e+00	-1.762211863999999961e+00	-4.458552262000000099e-01	1.269613332999999900e+00	7.040067924999999782e-01	5.956992489000000335e-01	7.606628351999999982e-02	-1.035834090999999901e+00	-1.134679156000000022e+00
-1.614466884000000046e+00	1.284435052999999938e+00	-7.386699022999999587e-01	-1.480171048999999961e+00	-1.518766740000000004e+00	-2.191305573000000173e+00	-1.078542000999999972e+00	-1.752586309000000009e+00	-3.830065142999999894e-01	1.771861563999999944e+00	-2.288584177000000164e+00	3.867344325000000027e-01	7.866063840999999446e-01	-7.110102493000000079e-01
-1.972488481999999932e+00	7.882397487000000202e-01	-1.016521325999999892e+00	-1.466795523999999906e+00	7.932574167999999482e-01	-1.516872545000000017e+00	-1.454957856999999910e+00	-2.499476395000000128e-01	1.093941191000000090e+00	-6.336356573000000436e-01	1.412391092000000015e+00	7.246384820000000282e-01	-1.601408343000000067e-01	-4.919566911000000098e-01
-1.433446406999999923e+00	1.231662177000000025e+00	-1.054741745999999925e+00	6.473078523999999806e-03	-1.128995390000000043e+00	-1.204904886000000008e+00	-1.861873769000000012e+00	-2.161441759000000129e+00	3.830534934000000002e-01	-1.049704716000000038e-01	-1.304716505000000026e+00	5.692098888000000079e-01	1.187349675999999965e+00	-2.351699711000000137e-01
-1.683635186000000061e+00	9.514921983999999888e-01	-1.024028162000000020e+00	-7.635610314999999870e-01	1.273206119999999997e-01	-6.729420179999999752e-01	-2.491157936000000017e+00	2.568428319000000126e-01	6.251141543999999550e-01	-1.567690084999999955e+00	-2.921423398999999921e-01	-7.948082271999999948e-01	-3.653058046000000059e-01	-1.394604028999999912e+00
-1.493189936999999912e+00	-2.326056018999999864e-01	-2.115184104999999828e-02	-9.257503786999999873e-01	-1.082858853999999926e+00	-1.391077206999999927e+00	-1.423279079999999919e+00	-1.427095218999999915e+00	-1.359361274999999925e+00	-1.011175240000000031e+00	-1.993198698000000046e+00	-4.033527627999999865e-01	-4.324997573000000095e-01	-3.405785749999999945e-01
-1.669389460000000103e+00	-1.017873457000000093e+00	-9.037019563999999505e-01	-1.293065933999999917e+00	8.974420614000000462e-01	-7.376901230000000309e-01	-1.538163173999999911e+00	-6.359364119999999510e-01	-3.730826951999999808e-01	-1.477995324999999971e+00	-2.518221990000000243e-01	-8.420665494000000306e-01	-7.778527704000000043e-01	-6.670436698999999692e-01
