-1.736663692999999897e+00	-7.848991290000000287e-01	-1.296989159000000003e+00	-6.202558343999999835e-01	2.765525703999999751e-01	-7.913020670999999784e-02	-1.509643806000000033e-01	-6.934624126999999749e-01	-1.607951703999999982e+00	1.066519855999999988e+00	-1.027104180000000033e+00	2.751472508999999733e-01	-4.764470101000000124e-01
-1.858226566999999996e+00	-8.670398456000000253e-01	-6.095102114999999543e-01	-1.284051628000000000e-01	1.408024932999999979e-01	8.258025270000000084e-01	-1.813994301000000087e-01	3.883924490999999812e-01	-5.355971969999999693e-01	1.396463983999999936e+00	-1.381715001000000109e+00	2.977423597000000144e-01	-4.481383828000000125e-01
-1.717880896999999907e+00	-1.540707186999999978e-01	-4.694002214999999922e-01	1.110213015000000025e-01	1.070496872000000099e+00	4.966887704999999875e-01	-2.017311206000000079e-01	6.693384924999999930e-01	2.514440625000000096e-01	1.942848955999999960e+00	-1.074662358000000095e+00	-6.417490134000000679e-02	-2.213305010000000017e+00
-1.746254559999999900e+00	2.202177435999999877e-01	-9.004296563000000475e-01	-5.622907606000000502e-01	8.648796281999999724e-01	-2.856246634999999867e-01	-1.231756147999999995e-01	5.285315058000000094e-02	-1.227796190999999926e+00	1.925648352000000063e+00	-1.066880389000000005e-02	1.142599310999999895e+00	-1.641468310000000042e+00
-1.590520270000000069e+00	-9.229302384000000192e-02	-1.657940025000000039e+00	-5.359906478000000529e-01	-8.492994546000000033e-01	7.104465141999999345e-02	2.445766061999999907e-01	-4.905376210999999875e-01	-1.292752796000000037e+00	1.546013021000000043e+00	1.058581903000000018e-01	5.510288408000000304e-01	-2.342462844000000044e-01
-1.224045513999999946e+00	-5.763877414000000421e-01	-1.788240319000000023e+00	-5.229218437999999525e-01	-1.612887951999999903e+00	2.251421164000000086e-01	5.560580206999999886e-01	-7.082459839000000423e-01	-2.859655913999999965e-01	9.791583946999999899e-01	-1.069596157000000103e+00	-2.287718583000000055e-02	-1.097549558999999952e+00
-1.354656727000000060e+00	-9.798372199999999532e-01	-1.167847843000000108e+00	-2.270605529999999983e-01	-1.880732891000000073e+00	7.213574650999999838e-01	2.422210375999999943e-01	-8.507480510999999579e-01	-1.149910822999999915e+00	3.531436882000000277e-01	-1.410564794999999982e-01	-1.032089073999999940e-01	-9.989708284999999632e-01
-1.568403310999999967e+00	-7.291440300000000541e-01	-4.177339942000000139e-01	4.610932330999999995e-01	-1.737268017999999969e+00	1.234079705000000082e+00	3.727121640000000125e-01	-1.621577804000000067e-01	-1.193154151000000107e+00	1.103542591999999989e-01	-1.339541063999999948e-01	-1.261140421999999983e-01	-4.823410168000000220e-02
-1.551962856999999918e+00	-7.122509451000000325e-02	-1.614664862000000090e-01	9.131260392000000170e-01	-1.159620751999999921e+00	1.019357104000000014e+00	-5.931328830000000274e-02	5.467321270999999649e-01	-8.686038274999999809e-01	5.950089183000000226e-01	-1.128468854999999937e+00	-1.914376288000000093e-01	-2.638977123999999841e-01
-1.287554497999999992e+00	4.400767368999999873e-01	-1.280588400999999876e-01	4.825613857000000118e-01	-6.851251493000000137e-01	1.207277843999999961e-01	-6.876640895000000198e-01	-1.642583118000000009e-01	4.019991614999999796e-01	7.718585462999999480e-01	-2.706380030000000159e-01	2.216270707999999923e-01	-1.413791929000000058e+00
