-1.900146708999999934e+00	-2.869624832000000070e-01	1.335312177000000100e-01	3.357908895999999754e-01	2.276304366999999940e-01	-1.592681706000000086e-01	8.153712056999999902e-01	1.418379931000000038e+00	-9.035397197000000213e-01	1.300046341999999910e+00	-2.022787667000000011e-01	-1.347411051999999998e+00	-9.110605539999999669e-01	3.219698587000000001e-01
-1.528095597000000083e+00	-7.841389127000000236e-01	-1.044777655000000083e+00	7.895773237000000000e-01	2.685840257999999939e-02	-1.589056365000000026e+00	-5.481416461000000462e-01	2.467144644000000220e+00	-1.048307321000000014e+00	-4.270003358000000193e-01	-1.719543366999999989e+00	-4.014237478999999748e-02	-9.955864068999999983e-01	-3.699380783999999811e-01
-1.823563644999999900e+00	8.920828702999999971e-01	-9.723763621000000024e-01	8.146466212000000665e-03	4.314116876999999906e-01	1.095457450000000055e+00	9.873855137000000504e-01	1.779497807999999903e+00	-6.109296780999999843e-01	1.141271847999999922e+00	-2.000704670000000185e+00	-6.256080213000000390e-01	-1.125116519000000093e+00	-3.729974801000000145e-02
-1.620901098000000040e+00	-3.003650976000000195e-01	-3.908783317000000257e-02	8.368372514999999900e-02	1.292410977000000072e+00	-7.375470699999999713e-01	-2.676147728000000114e-01	6.404698152000000144e-01	-1.313915595000000103e+00	-6.881811422000000400e-02	-1.448171773000000107e+00	-1.135359964999999915e+00	-6.285506960000000198e-01	-3.276912030999999947e-01
-1.466132349000000001e+00	-3.743357830999999858e-01	-1.864640018000000149e-02	5.471460021999999812e-01	-1.564745953999999939e+00	-9.048499744000000344e-01	-3.232653658999999902e-01	1.890958745000000107e-01	-1.818942784999999951e+00	6.099220041999999786e-01	-2.028046321999999790e+00	-1.114129648000000028e+00	-1.590436796999999958e+00	-3.582609015000000063e-01
-1.737718646000000033e+00	1.322937866999999990e-01	-2.407803313999999917e-01	6.815025139000000509e-01	2.956475023999999840e-01	9.613001152000000271e-01	1.610347135999999901e+00	-8.874344338999999859e-01	-1.094005917000000050e+00	-2.190624851999999900e-01	-7.703257290999999674e-01	-1.947951629999999934e+00	-1.801812748999999991e+00	1.491065940000000090e-01
-1.294409367000000088e+00	-9.606187119000000330e-01	-1.337106761000000033e+00	7.482376539999999743e-01	-2.211016054000000119e-01	-1.856485388000000070e+00	-1.689005510000000099e+00	-7.270947417999999995e-01	-1.258024068000000106e+00	-1.073197599000000002e+00	-1.562968077999999927e-01	-1.173651490999999991e+00	-1.171819836999999920e+00	5.817468836000000421e-01
-1.750909142999999890e+00	9.727358094000000399e-01	1.244489675999999934e+00	1.405032521999999950e+00	1.206483366000000057e+00	2.132617387000000087e-01	-3.261149542000000082e-03	-1.732337065999999925e+00	-1.751667372000000000e+00	-1.126807813999999963e+00	-1.581802702000000060e+00	-1.175622111000000025e+00	-2.178177346000000014e+00	3.068186824000000007e-02
-1.445184844999999996e+00	2.023654290000000133e-01	-9.778623752000000641e-03	1.889634000999999897e+00	-1.635804071999999998e+00	-8.660234404000000108e-01	-1.171266163000000082e+00	-1.383281721999999991e+00	-9.553361249999999805e-01	8.896762874000000432e-01	-1.186098534999999954e+00	-1.090948336000000074e+00	-2.082037205999999863e+00	1.799436982000000157e-02
-1.459192542999999898e+00	-1.933295898999999984e+00	8.595267984000000139e-01	8.641782128999999646e-01	-3.401832390000000261e-01	-4.902618700999999968e-01	-3.773593662999999987e-01	-8.563885303999999588e-01	-6.151903740999999926e-01	-7.451215337000000050e-01	6.412764103000000437e-01	-1.466299947999999929e-02	-1.349417901000000031e+00	2.516344519000000002e-01
